Topic,Count,Name,Representation,Representative_Docs
233,85,233_tree_looking_brick_foreground,"['tree', 'looking', 'brick', 'foreground', 'structure', 'buildings', 'view', 'large', '', '']","['A view looking up at two large brick buildings flanking a smaller, classical-style structure with a tree in the foreground.', 'A view looking up at two large brick buildings flanking a smaller, classical-style structure with a tree in the foreground.', 'A view looking up at two large brick buildings flanking a smaller, classical-style structure with a tree in the foreground.']"
234,84,234_scattered_dimly_lit_dimly lit,"['scattered', 'dimly', 'lit', 'dimly lit', 'exposed structural', 'structural elements', 'structural', 'space exposed', 'elements', 'interior space']","['The image shows a dimly lit, dilapidated interior space with exposed structural elements and scattered debris.', 'The image shows a dimly lit, dilapidated interior space with exposed structural elements and scattered debris.', 'The image shows a dimly lit, dilapidated interior space with exposed structural elements and scattered debris.']"
235,84,235_tall_cityscape_bright sky_featuring,"['tall', 'cityscape', 'bright sky', 'featuring', 'clear', 'buildings', 'bright', 'sky', 'blue', 'trees']","['A cityscape featuring several tall buildings under a clear, bright sky.', 'A cityscape featuring several tall buildings under a clear, bright sky.', 'A cityscape featuring several tall buildings under a clear, bright sky.']"
236,83,236_somewhat_leaning_inside large_industriallooking,"['somewhat', 'leaning', 'inside large', 'industriallooking', 'inside', 'space', 'large', '', '', '']","['Two men are working inside a large, somewhat industrial-looking indoor space, one leaning over a railing.', 'Two men are working inside a large, somewhat industrial-looking indoor space, leaning over a railing.', 'Two men are working inside a large, somewhat industrial-looking indoor space, one leaning over a railing.']"
237,83,237_construction_vests_highvisibility_highvisibility vests,"['construction', 'vests', 'highvisibility', 'highvisibility vests', 'lit', 'dimly', 'dimly lit', '', '', '']","['Several workers in high-visibility vests are present in a dimly lit, arched tunnel under construction.', 'Several workers in high-visibility vests are present in a dimly lit, arched tunnel under construction.', 'Several workers in high-visibility vests are present in a dimly lit, arched tunnel under construction.']"
238,83,238_glass_large derelict_damaged_concrete,"['glass', 'large derelict', 'damaged', 'concrete', 'derelict', 'interior large', 'exposed', 'structure', 'interior', 'large']","['The interior of a large, derelict structure with a damaged glass roof and exposed concrete.', 'The interior of a large, derelict structure with a damaged glass roof and exposed concrete.', 'The interior of a large, derelict structure with a damaged glass roof and exposed concrete.']"
239,82,239_walls_large derelict_derelict_industrial,"['walls', 'large derelict', 'derelict', 'industrial', 'dark', 'floor interior', 'interior large', 'building', 'shows', 'interior']","['The interior of a large, derelict industrial building shows crumbling walls and a dark, empty floor.', 'The interior of a large, derelict industrial building shows crumbling walls and a dark, empty floor.', 'The interior of a large, derelict industrial building shows crumbling walls and a dark, empty floor.']"
240,82,240_walls_floor interior_debris floor_large derelict,"['walls', 'floor interior', 'debris floor', 'large derelict', 'long', 'derelict', 'debris', 'dark', 'interior large', 'floor']","['The interior of a large, derelict building shows a long, dark corridor with peeling walls and debris on the floor.', 'The interior of a large, derelict building shows a long, dark corridor with peeling walls and debris on the floor.', 'The interior of a large, derelict building shows a long, dark corridor with peeling walls and debris on the floor.']"
241,82,241_room large_shows interior_window_image shows,"['room large', 'shows interior', 'window', 'image shows', 'overgrown', 'large window', 'image', 'room', 'shows', 'interior']","['The image shows the interior of a dilapidated room with a large, grimy window overgrown with small plants.', 'The image shows the interior of a dilapidated room with a large, grimy window overgrown with small plants.', 'The image shows the interior of a dilapidated room with a large, grimy window overgrown with small plants.']"
242,81,242_paved_outdoor area_people gathered_outdoor,"['paved', 'outdoor area', 'people gathered', 'outdoor', 'group people', 'group', 'gathered', 'area', 'people', '']","['A group of people are gathered in a paved outdoor area, some appearing to be participating in a demonstration.', 'A group of people are gathered in a paved outdoor area, some appearing to be participating in a demonstration.', 'A group of people are gathered in a paved outdoor area, some appearing to be participating in a demonstration.']"
243,81,243_nearby_vehicle_people gathered_image shows,"['nearby', 'vehicle', 'people gathered', 'image shows', 'image', 'street', 'shows', 'gathered', 'people', 'standing']","['The image shows the aftermath of a vehicle accident on a street, with wreckage and people gathered nearby.', 'The image shows the aftermath of a vehicle accident on a street, with wreckage and people gathered nearby.', 'The image shows the aftermath of a vehicle accident on a street, with wreckage and people gathered nearby.']"
244,81,244_large window_window_covered_debris,"['large window', 'window', 'covered', 'debris', 'overgrown', 'room', 'floor', 'shows', 'interior', 'large']","['The interior of a room shows a large window overgrown with small plants, and the floor is covered in debris.', 'The interior of a room shows a large window overgrown with small plants, and the floor is covered in debris.', 'The interior of a room shows a large window overgrown with small plants, and the floor is covered in debris.']"
245,81,245_showing_scene_black white_vehicles,"['showing', 'scene', 'black white', 'vehicles', 'lining city', 'lining', 'white', 'street', 'city street', 'city']","['A black and white street scene showing several buildings lining a city street with vehicles present.', 'A black and white street scene showing several buildings lining a city street with vehicles present.', 'A black and white street scene showing several buildings lining a city street with vehicles present.']"
246,81,246_room large_light_shows interior_window,"['room large', 'light', 'shows interior', 'window', 'image shows', 'derelict', 'overgrown', 'image', 'room', 'bright']","['The image shows the interior of a derelict room with a large, overgrown window letting in bright light.', 'The image shows the interior of a derelict room with a large, overgrown window letting in bright light.', 'The image shows the interior of a derelict room with a large, overgrown window letting in bright light.']"
