annotation_id,persona_id,image_id,predicted_sentiment,caption_topic,just_topic
pb1dbb772_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,b1dbb772-340d-4ec3-81fd-0ddcd3716634,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,45,119
pb1dbb772_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,b1dbb772-340d-4ec3-81fd-0ddcd3716634,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,161,21
pb1dbb772_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,b1dbb772-340d-4ec3-81fd-0ddcd3716634,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,41,-1
pb1dbb772_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,b1dbb772-340d-4ec3-81fd-0ddcd3716634,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,-1,-1
pb1dbb772_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,b1dbb772-340d-4ec3-81fd-0ddcd3716634,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,239,3
pb1dbb772_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,b1dbb772-340d-4ec3-81fd-0ddcd3716634,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,SlightlyNegative,-1,37
pb1dbb772_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,b1dbb772-340d-4ec3-81fd-0ddcd3716634,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,SlightlyNegative,-1,-1
pb1ecce61_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,SlightlyPositive,121,4
pb1ecce61_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,Positive,65,-1
pb1ecce61_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,105,-1
pb1ecce61_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Neutral,12,5
pb1ecce61_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,SlightlyPositive,76,-1
pb1ecce61_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,SlightlyNegative,25,68
pb1ecce61_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Neutral,233,30
pb1ecce61_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,175,110
pb1ecce61_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,95,2
pb1ecce61_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,SlightlyPositive,62,-1
pb1ecce61_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,SlightlyPositive,178,-1
pb1ecce61_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Neutral,-1,139
pb1ecce61_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,60,5
pb1ecce61_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,SlightlyPositive,182,-1
pb1ecce61_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,SlightlyPositive,1,51
pb1ecce61_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,115,-1
pb1ecce61_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Neutral,211,-1
pb1ecce61_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Neutral,158,4
pb1ecce61_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,SlightlyNegative,39,85
pb1ecce61_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,SlightlyPositive,-1,-1
pb1ecce61_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,37,-1
pb1ecce61_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,146,-1
pb1ecce61_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Neutral,183,-1
pb1ecce61_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,14,-1
pb1ecce61_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,94,-1
pb1ecce61_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,SlightlyNegative,9,103
pb1ecce61_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,SlightlyPositive,68,-1
pb1ecce61_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Neutral,22,-1
pb1ecce61_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,192,-1
pb1ecce61_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,126,-1
pb1ecce61_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,106,99
pb1ecce61_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Neutral,21,-1
pb1ecce61_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,166,-1
pb1ecce61_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,SlightlyNegative,155,138
pb1ecce61_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,SlightlyNegative,-1,17
pb1ecce61_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Neutral,49,-1
pb1ecce61_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,SlightlyNegative,75,-1
pb1ecce61_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,-1,23
pb1ecce61_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,SlightlyNegative,-1,-1
pb1ecce61_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Neutral,170,-1
pb1ecce61_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Neutral,5,-1
pb1ecce61_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Positive,6,144
pb1ecce61_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,SlightlyNegative,-1,-1
pb1ecce61_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,144,-1
pb1ecce61_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,-1,-1
pb1ecce61_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,-1,122
pb1ecce61_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,83,56
pb1ecce61_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,167,-1
pb1ecce61_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,SlightlyNegative,84,37
pb1ecce61_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,b1ecce61-6bbb-4576-acc3-0582154aacb4,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,SlightlyNegative,90,1
pb2060eed_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,SlightlyPositive,61,-1
pb2060eed_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,Positive,34,120
pb2060eed_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,-1,-1
pb2060eed_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Neutral,-1,86
pb2060eed_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,Neutral,-1,-1
pb2060eed_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,SlightlyNegative,109,168
pb2060eed_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Neutral,18,-1
pb2060eed_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,175,-1
pb2060eed_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,SlightlyPositive,212,-1
pb2060eed_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,SlightlyPositive,62,96
pb2060eed_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,SlightlyPositive,82,-1
pb2060eed_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Neutral,-1,167
pb2060eed_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,15,-1
pb2060eed_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,224,64
pb2060eed_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,SlightlyPositive,1,19
pb2060eed_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,SlightlyPositive,29,-1
pb2060eed_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Neutral,7,51
pb2060eed_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Neutral,2,45
pb2060eed_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,SlightlyNegative,93,-1
pb2060eed_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Neutral,-1,163
pb2060eed_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,52,-1
pb2060eed_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,190,28
pb2060eed_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Neutral,215,-1
pb2060eed_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,-1,12
pb2060eed_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,-1,-1
pb2060eed_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,SlightlyNegative,9,-1
pb2060eed_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,SlightlyPositive,0,-1
pb2060eed_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Neutral,24,-1
pb2060eed_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,192,-1
pb2060eed_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,-1,0
pb2060eed_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,77,24
pb2060eed_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Neutral,237,-1
pb2060eed_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,44,138
pb2060eed_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,138,107
pb2060eed_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,SlightlyNegative,113,45
pb2060eed_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Neutral,67,90
pb2060eed_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,SlightlyNegative,35,-1
pb2060eed_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,8,-1
pb2060eed_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,SlightlyNegative,23,101
pb2060eed_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,SlightlyNegative,-1,-1
pb2060eed_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Neutral,-1,-1
pb2060eed_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,SlightlyPositive,191,72
pb2060eed_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,-1,-1
pb2060eed_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,16,-1
pb2060eed_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,SlightlyNegative,-1,-1
pb2060eed_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,41,-1
pb2060eed_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,71,-1
pb2060eed_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,-1,-1
pb2060eed_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,SlightlyNegative,153,-1
pb2060eed_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,b2060eed-96dc-4cc2-b5c2-a0451d674bdd,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,SlightlyNegative,90,36
pb22fbd19_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,SlightlyPositive,61,67
pb22fbd19_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,SlightlyPositive,34,69
pb22fbd19_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,-1,63
pb22fbd19_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Neutral,110,-1
pb22fbd19_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,Neutral,11,46
pb22fbd19_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,SlightlyNegative,-1,-1
pb22fbd19_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Neutral,-1,14
pb22fbd19_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,-1,-1
pb22fbd19_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,SlightlyPositive,38,153
pb22fbd19_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,SlightlyPositive,184,-1
pb22fbd19_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Neutral,150,-1
pb22fbd19_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,b22fbd19-bd31-4bc7-af27-0071acc40a80,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Neutral,125,-1
